index,name,rating,num_votes,institution,course_id,keyword,course_url,start_year,title_type,sum_rating
537,The Cycle: Management of Successful Arts and Cultural Organizations,4.86,1118,"University of Maryland, College Park",the-cycle,management,https://www.coursera.org/learn/the-cycle,2015,1,5433
538,The Data ScientistÃ¯Â¿Â½s Toolbox,4.49,3039,Johns Hopkins University,data-scientists-tools,data  /  computer,https://www.coursera.org/learn/data-scientists-tools,2012,11,13645
539,The Global Financial Crisis,4.83,2005,Yale University,global-financial-crisis,commerce,https://www.coursera.org/learn/global-financial-crisis,2015,10,9684
540,The Horse Course: Introduction to Basic Care and Management,4.96,1360,University of Florida,horse-care,management,https://www.coursera.org/learn/horse-care,2014,1,6746
541,The Introduction to Quantum Computing,3.31,2265,Saint Petersburg State University,quantum-computing-algorithms,science,https://www.coursera.org/learn/quantum-computing-algorithms,2015,12,7497
542,The Manager's Toolkit: A Practical Guide to Managing People at Work,4.68,1246,"Birkbeck, University of London",people-management,management,https://www.coursera.org/learn/people-management,2017,1,5831
543,"The Modern World, Part One: Global History from 1760 to 1910",4.85,1798,University of Virginia,modern-world,history,https://www.coursera.org/learn/modern-world,2012,2,8720
544,"The Modern World, Part Two: Global History since 1910",4.88,1570,University of Virginia,modern-world-2,history,https://www.coursera.org/learn/modern-world-2,2016,2,7662
545,The Oral Cavity: Portal to Health and Disease,4.9,2824,University of Pennsylvania,oralcavity,medical,https://www.coursera.org/learn/oralcavity,2019,4,13838
546,The Power of Macroeconomics: Economic Principles in the Real World,4.64,2173,"University of California, Irvine",principles-of-macroeconomics,commerce,https://www.coursera.org/learn/principles-of-macroeconomics,2015,10,10083
547,The Power of Microeconomics: Economic Principles in the Real World,4.66,2272,"University of California, Irvine",principles-of-microeconomics,commerce,https://www.coursera.org/learn/principles-of-microeconomics,2015,10,10588
548,The Science of Stem Cells,4.74,2400,American Museum of natural History,stem-cells,science / medical,https://www.coursera.org/learn/stem-cells,2017,6,11376
549,The Science of Success: What Researchers Know that You Should Know,4.85,1671,University of Michigan,success,arts,https://www.coursera.org/learn/success,2015,3,8104
550,The Science of Well-Being,4.93,1787,Yale University,the-science-of-well-being,arts,https://www.coursera.org/learn/the-science-of-well-being,2016,3,8810
551,The Social Context of Mental Health and Illness,4.56,1803,University of Toronto,mental-health,arts,https://www.coursera.org/learn/mental-health,2018,3,8222
552,The Strategy of Content Marketing,4.47,2088,"University of California, Davis",content-marketing,commerce,https://www.coursera.org/learn/content-marketing,2018,10,9333
553,"The Sustainable Development Goals Ã¯Â¿Â½ A global, transdisciplinary vision for the future",4.79,1589,University of Copenhagen,global-sustainable-development,arts,https://www.coursera.org/learn/global-sustainable-development,2013,3,7611
554,The Technology of Music Production,4.9,2449,Berklee College of Music,technology-of-music-production,music,https://www.coursera.org/learn/technology-of-music-production,2014,3,12000
555,The Truth About Cats and Dogs,4.75,7341,The University of Edinburgh,cats-and-dogs,animals,https://www.coursera.org/learn/cats-and-dogs,2019,3,34870
556,Think Again I: How to Understand Arguments,4.58,1934,Duke University,understanding-arguments,arts,https://www.coursera.org/learn/understanding-arguments,2020,3,8858
557,Tools for Data Science,4.04,3295,IBM,open-source-tools-for-data-science,data / computer,https://www.coursera.org/learn/open-source-tools-for-data-science,2013,11,13312
558,Transformation of the Global Food System,4.83,2998,University of Copenhagen,transformation-global-food-system,medical,https://www.coursera.org/learn/transformation-global-food-system,2019,4,14480
559,"Transmedia Storytelling: narrative worlds, emerging technologies, and global audiences",4.74,1557,UnSW Sydney (The University of new South Wales),transmedia-storytelling,arts,https://www.coursera.org/learn/transmedia-storytelling,2015,3,7380
560,Tricky American English Pronunciation,4.72,1044,"University of California, Irvine",tricky-american-english-pronunciation,language / foreign,https://www.coursera.org/learn/tricky-american-english-pronunciation,2018,5,4928
561,Troubles du spectre de l'autisme : diagnostic,4.85,1555,University of Geneva,troubles-spectre-autisme-diagnostic,foreign,https://www.coursera.org/learn/troubles-spectre-autisme-diagnostic,2018,5,7542
562,Troubleshooting and Debugging Techniques,4.34,3268,Google,troubleshooting-debugging-techniques,computer,https://www.coursera.org/learn/troubleshooting-debugging-techniques,2018,6,14183
563,UX  /  UI: Fundamentos para o design de interface,4.34,2220,Universidade de Sao Paulo,ux-ui-design-de-interface,designing / coding,https://www.coursera.org/learn/ux-ui-design-de-interface,2017,9,9635
564,UX Design Fundamentals,4.79,2379,California Institute of the Arts,ux-design-fundamentals,designing,https://www.coursera.org/learn/ux-design-fundamentals,2018,9,11395
565,Understanding Clinical Research: Behind the Statistics,4.81,2405,University of Cape Town,clinical-research,research,https://www.coursera.org/learn/clinical-research,2020,1,11568
566,Understanding Einstein: The Special Theory of Relativity,4.89,2464,Stanford University,einstein-relativity,science,https://www.coursera.org/learn/einstein-relativity,2017,12,12049
567,Understanding Financial Markets,4.73,2067,University of Geneva,understanding-financial-markets,commerce,https://www.coursera.org/learn/understanding-financial-markets,2017,10,9777
568,Understanding International Relations Theory,4.66,1704,national Research University Higher School of Economics,international-relations-theory,arts,https://www.coursera.org/learn/international-relations-theory,2016,3,7941
569,Understanding Medical Research: Your Facebook Friend is Wrong,4.92,2761,Yale University,medical-research,medical / research,https://www.coursera.org/learn/medical-research,2012,4,13584
570,Understanding Plants - Part I: What a Plant Knows,4.81,2677,Tel Aviv University,plantknows,medical,https://www.coursera.org/learn/plantknows,2014,4,12876
571,Understanding Research Methods,4.58,2224,University of London,research-methods,research,https://www.coursera.org/learn/research-methods,2015,2,10186
572,Understanding and Visualizing Data with Python,4.64,7588,University of Michigan,understanding-visualization-data,python / data / computer,https://www.coursera.org/learn/understanding-visualization-data,2018,6,35208
573,Understanding child development: from synapse to society,4.64,1545,Utrecht University,child-development,arts,https://www.coursera.org/learn/child-development,2018,3,7169
574,Understanding the Brain: The neurobiology of Everyday Life,4.92,2979,The University of Chicago,neurobiology,medical,https://www.coursera.org/learn/neurobiology,2018,4,14657
575,Using Databases with Python,4.71,5369,University of Michigan,python-databases,database / python / coding,https://www.coursera.org/learn/python-databases,2014,6,25288
576,Using Python to Access Web Data,4.72,5087,University of Michigan,python-network-data,pytho / data / coding,https://www.coursera.org/learn/python-network-data,2016,6,24011
577,Using Python to Interact with the Operating System,4.61,5126,Google,python-operating-system,python / coding,https://www.coursera.org/learn/python-operating-system,2014,6,23631
578,VLSI CAD Part I: Logic,4.72,2531,University of Illinois at Urbana-Champaign,vlsi-cad-logic,maths,https://www.coursera.org/learn/vlsi-cad-logic,2013,7,11946
579,Verb Tenses and Passives,4.73,1802,"University of California, Irvine",verb-passives,arts / lamguage,https://www.coursera.org/learn/verb-passives,2020,3,8523
580,Version Control with Git,4.74,3178,Atlassian,version-control-with-git,computer,https://www.coursera.org/learn/version-control-with-git,2020,6,15064
581,Viral Marketing and How to Craft Contagious Content,4.76,2447,University of Pennsylvania,wharton-contagious-viral-marketing,commerce,https://www.coursera.org/learn/wharton-contagious-viral-marketing,2014,10,11648
582,Visual Elements of User Interface Design,4.59,2129,California Institute of the Arts,visual-elements-user-interface-design,commerce,https://www.coursera.org/learn/visual-elements-user-interface-design,2016,10,9772
583,Vital Signs: Understanding What the Body Is Telling Us,4.83,2257,University of Pennsylvania,vital-signs,designing,https://www.coursera.org/learn/vital-signs,2015,9,10901
584,Web Application Technologies and Django,4.79,8734,University of Michigan,django-database-web-apps,python / website,https://www.coursera.org/learn/django-database-web-apps,2019,6,41836
585,Weight Management: Beyond Balancing Calories,4.78,1094,Emory University,weight-management-beyond-balancing-calories,management,https://www.coursera.org/learn/weight-management-beyond-balancing-calories,2014,1,5229
586,What Is Contemporary Art?,4.77,1876,The Museum of Modern Art,contemporary-art,arts,https://www.coursera.org/learn/contemporary-art,2019,3,8949
587,What is Compliance?,4.8,2324,University of Pennsylvania,what-is-compliance,commerce,https://www.coursera.org/learn/what-is-compliance,2020,10,11155
588,What is Data Science?,4.63,3438,IBM,what-is-datascience,data/science/computer,https: /  / www.coursera.org / learn / what-is-datascience,2020,6,15918
589,What is Social?,4.6,1824,northwestern University,what-is-social,arts,https://www.coursera.org/learn/what-is-social,2020,3,8390
590,Wind Energy,4.72,2350,Technical University of Denmark (DTU),wind-energy,science,https://www.coursera.org/learn/wind-energy,2012,12,11092
591,Wine Tasting: Sensory Techniques for Wine Analysis,4.28,3122,"University of California, Davis",wine,computer,https://www.coursera.org/learn/wine,2018,6,13362
592,Write A Feature Length Screenplay For Film Or Television,4.67,1737,Michigan State University,write-a-feature-length-screenplay-for-film-or-television,arts,https://www.coursera.org/learn/write-a-feature-length-screenplay-for-film-or-television,2019,3,8112
593,Write Professional Emails in English,4.82,1834,Georgia Institute of Technology,professional-emails-english,arts / language,https://www.coursera.org/learn/professional-emails-english,2014,3,8840
594,Write Your First novel,3.94,1944,Michigan State University,write-your-first-novel,arts,https://www.coursera.org/learn/write-your-first-novel,2018,3,7659
595,Writing and Editing: Word Choice and Word Order,4.78,3356,University of Michigan,writing-editing-words,computer / editing,https://www.coursera.org/learn/writing-editing-words,2015,6,16042
596,Writing in the Sciences,4.93,2202,Stanford University,sciwrite,science,https://www.coursera.org/learn/sciwrite,2017,12,10856
597,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,4.51,3261,University of Illinois at Urbana-Champaign,elearning,computer,https://www.coursera.org/learn/elearning,2015,6,14707
598,etudier en France: French Intermediate course B1-B2,4.84,1973,ecole Polytechnique,etudier-en-france,foreign,https://www.coursera.org/learn/etudier-en-france,2018,5,9549
599,Engineering Mathematics 1,4.33,3,MU,EM-1,maths,https://maths.com,2016,7,13
600,Engineering Physics1,4.5,2,MU,PH-1,science,https://physics.com,2016,12,9
